id,Date,Weekday,User_NO,Stationery_NO,Count
821,2000-09-06,2,2,6,2
822,2000-09-06,2,3,6,16
823,2000-09-06,2,4,2,2
824,2000-09-06,2,2,5,4
825,2000-09-06,2,4,4,3
826,2000-09-06,2,3,3,5
827,2000-09-06,2,2,1,5
828,2000-09-07,3,1,3,2
829,2000-09-07,3,3,1,2
830,2000-09-07,3,3,2,6
831,2000-09-07,3,1,4,13
832,2000-09-08,4,4,5,1
833,2000-09-08,4,2,3,1
834,2000-09-08,4,3,2,4
835,2000-09-08,4,4,4,2
836,2000-09-08,4,4,1,8
837,2000-09-08,4,2,6,3
838,2000-09-11,0,4,2,6
839,2000-09-11,0,3,1,12
840,2000-09-11,0,3,5,11
841,2000-09-11,0,4,4,12
842,2000-09-12,1,1,2,3
843,2000-09-12,1,2,6,3
844,2000-09-12,1,1,4,2
845,2000-09-12,1,4,1,1
846,2000-09-12,1,3,3,6
847,2000-09-13,2,3,2,4
848,2000-09-13,2,2,3,10
849,2000-09-13,2,1,1,2
850,2000-09-13,2,2,5,6
851,2000-09-13,2,3,4,3
852,2000-09-13,2,1,6,2
853,2000-09-15,4,3,5,3
854,2000-09-15,4,2,6,1
855,2000-09-15,4,3,4,14
856,2000-09-15,4,2,1,4
857,2000-09-15,4,1,3,1
858,2000-09-15,4,4,3,7
859,2000-09-18,0,1,2,1
860,2000-09-18,0,4,6,4
861,2000-09-18,0,3,4,5
862,2000-09-18,0,2,3,1
863,2000-09-18,0,3,5,9
864,2000-09-18,0,2,1,5
865,2000-09-19,1,3,3,2
866,2000-09-19,1,2,5,15
867,2000-09-19,1,3,1,5
868,2000-09-19,1,3,2,7
869,2000-09-19,1,2,4,3
870,2000-09-20,2,3,2,3
871,2000-09-20,2,4,1,16
872,2000-09-20,2,3,6,11
873,2000-09-21,3,4,6,4
874,2000-09-21,3,3,1,7
875,2000-09-22,4,2,3,7
876,2000-09-22,4,2,4,15
877,2000-09-22,4,2,6,2
878,2000-09-22,4,4,2,3
879,2000-09-22,4,3,1,12
880,2000-09-22,4,3,5,3
881,2000-09-22,4,4,6,2
882,2000-09-25,0,1,2,1
883,2000-09-25,0,4,6,4
884,2000-09-25,0,4,3,9
885,2000-09-25,0,4,4,3
886,2000-09-25,0,3,1,3
887,2000-09-26,1,2,3,2
888,2000-09-26,1,2,6,10
889,2000-09-26,1,3,4,3
890,2000-09-27,2,4,5,3
891,2000-09-27,2,1,1,15
892,2000-09-27,2,3,4,9
893,2000-09-27,2,3,6,2
894,2000-09-28,3,3,5,5
895,2000-09-28,3,4,2,2
896,2000-09-28,3,4,6,4
897,2000-09-28,3,3,3,6
898,2000-09-28,3,3,4,15
899,2000-09-29,4,2,6,12
900,2000-09-29,4,1,5,11
901,2000-09-29,4,3,2,3
902,2000-10-02,0,1,1,5
903,2000-10-02,0,3,2,16
904,2000-10-02,0,3,6,9
905,2000-10-02,0,1,4,2
906,2000-10-02,0,3,5,4
907,2000-10-02,0,1,3,1
908,2000-10-03,1,2,6,10
909,2000-10-03,1,3,4,14
910,2000-10-03,1,4,5,4
911,2000-10-03,1,1,2,10
912,2000-10-03,1,2,1,5
913,2000-10-03,1,1,3,5
914,2000-10-04,2,3,3,2
915,2000-10-04,2,4,1,12
916,2000-10-05,3,4,3,7
917,2000-10-05,3,4,5,7
918,2000-10-05,3,1,2,2
919,2000-10-05,3,4,1,5
920,2000-10-05,3,3,6,2
921,2000-10-05,3,2,4,12
922,2000-10-06,4,3,1,10
923,2000-10-06,4,3,6,3
924,2000-10-06,4,4,2,3
925,2000-10-06,4,1,3,10
926,2000-10-06,4,1,5,8
927,2000-10-06,4,1,4,1
928,2000-10-09,0,2,5,6
929,2000-10-09,0,1,4,8
930,2000-10-09,0,4,1,3
931,2000-10-09,0,4,2,1
932,2000-10-09,0,3,3,2
933,2000-10-10,1,3,1,5
934,2000-10-10,1,3,6,17
935,2000-10-10,1,4,5,6
936,2000-10-11,2,3,1,17
937,2000-10-11,2,3,2,8
938,2000-10-11,2,2,6,6
939,2000-10-11,2,2,3,4
940,2000-10-11,2,2,4,5
941,2000-10-12,3,2,3,5
942,2000-10-12,3,3,4,1
943,2000-10-13,4,4,5,16
944,2000-10-13,4,2,6,11
945,2000-10-13,4,3,1,13
946,2000-10-16,0,3,3,3
947,2000-10-16,0,1,1,3
948,2000-10-16,0,2,4,3
949,2000-10-16,0,1,2,8
950,2000-10-16,0,3,5,4
951,2000-10-16,0,2,6,4
952,2000-10-17,1,4,6,5
953,2000-10-17,1,3,3,15
954,2000-10-17,1,2,2,3
955,2000-10-17,1,3,4,15
956,2000-10-17,1,3,1,11
957,2000-10-17,1,2,5,3
958,2000-10-18,2,1,3,16
959,2000-10-18,2,4,1,4
960,2000-10-18,2,3,4,4
961,2000-10-18,2,2,5,2
962,2000-10-18,2,1,2,4
963,2000-10-18,2,4,6,1
964,2000-10-19,3,1,2,4
965,2000-10-19,3,1,1,9
966,2000-10-19,3,3,6,8
967,2000-10-19,3,3,4,10
968,2000-10-19,3,4,5,12
969,2000-10-20,4,1,5,6
970,2000-10-20,4,1,2,8
971,2000-10-20,4,3,6,7
972,2000-10-20,4,4,3,1
973,2000-10-20,4,3,4,2
974,2000-10-20,4,3,1,12
975,2000-10-23,0,2,3,10
976,2000-10-24,1,2,6,3
977,2000-10-24,1,2,5,1
978,2000-10-25,2,2,1,8
979,2000-10-25,2,4,2,7
980,2000-10-25,2,3,6,3
981,2000-10-25,2,3,3,17
982,2000-10-25,2,2,5,4
983,2000-10-25,2,1,4,3
984,2000-10-26,3,2,5,15
985,2000-10-26,3,1,2,4
986,2000-10-26,3,3,6,6
987,2000-10-26,3,2,3,6
988,2000-10-26,3,2,4,4
989,2000-10-26,3,1,1,3
990,2000-10-27,4,4,3,4
991,2000-10-27,4,3,6,5
992,2000-10-27,4,2,4,6
993,2000-10-27,4,3,2,4
994,2000-10-27,4,4,1,5
995,2000-10-27,4,4,5,4
996,2000-10-30,0,3,2,6
997,2000-10-30,0,1,3,5
998,2000-10-31,1,3,2,9
999,2000-10-31,1,3,6,4
1000,2000-10-31,1,4,3,6
1001,2000-11-01,2,1,3,1
1002,2000-11-01,2,1,6,7
1003,2000-11-01,2,1,4,1
1004,2000-11-01,2,3,1,11
1005,2000-11-01,2,4,2,1
1006,2000-11-02,3,1,2,7
1007,2000-11-02,3,4,3,2
1008,2000-11-03,4,1,6,9
1009,2000-11-03,4,2,2,6
1010,2000-11-03,4,3,1,4
1011,2000-11-03,4,1,3,10
1012,2000-11-03,4,3,5,2
1013,2000-11-03,4,4,4,6
1014,2000-11-06,0,4,1,16
1015,2000-11-06,0,2,5,4
1016,2000-11-06,0,1,6,6
1017,2000-11-06,0,3,2,14
1018,2000-11-07,1,2,5,12
1019,2000-11-07,1,3,1,7
1020,2000-11-07,1,2,4,7
1021,2000-11-07,1,2,3,10
1022,2000-11-08,2,2,1,3
1023,2000-11-08,2,3,2,4
1024,2000-11-10,4,1,6,1
1025,2000-11-10,4,2,4,1
1026,2000-11-10,4,1,5,12
1027,2000-11-10,4,4,3,2
1028,2000-11-10,4,4,1,12
1029,2000-11-10,4,4,2,10
1030,2000-11-13,0,2,3,3
1031,2000-11-13,0,4,1,2
1032,2000-11-13,0,4,2,6
1033,2000-11-13,0,4,6,2
1034,2000-11-13,0,1,5,3
1035,2000-11-14,1,3,1,1
1036,2000-11-14,1,1,4,15
1037,2000-11-15,2,2,2,4
1038,2000-11-15,2,2,6,8
1039,2000-11-15,2,2,4,1
1040,2000-11-15,2,2,3,6
1041,2000-11-15,2,1,5,6
1042,2000-11-16,3,1,4,3
1043,2000-11-16,3,2,1,7
1044,2000-11-17,4,1,3,9
1045,2000-11-17,4,2,6,2
1046,2000-11-17,4,2,4,11
1047,2000-11-17,4,1,1,9
1048,2000-11-17,4,4,2,8
1049,2000-11-17,4,4,5,5
1050,2000-11-20,0,3,5,8
1051,2000-11-20,0,1,1,7
1052,2000-11-20,0,2,4,10
1053,2000-11-21,1,3,4,11
1054,2000-11-21,1,3,6,8
1055,2000-11-21,1,1,1,6
1056,2000-11-21,1,4,5,9
1057,2000-11-21,1,3,3,4
1058,2000-11-22,2,3,4,14
1059,2000-11-22,2,2,6,2
1060,2000-11-22,2,2,2,1
1061,2000-11-22,2,2,1,2
1062,2000-11-22,2,2,5,7
1063,2000-11-23,3,2,1,2
1064,2000-11-23,3,2,6,3
1065,2000-11-23,3,2,6,1
1066,2000-11-23,3,3,1,6
1067,2000-11-23,3,2,3,6
1068,2000-11-23,3,3,4,2
1069,2000-11-24,4,1,4,3
1070,2000-11-24,4,3,3,3
1071,2000-11-24,4,1,4,13
1072,2000-11-24,4,4,5,1
1073,2000-11-24,4,4,1,1
1074,2000-11-24,4,2,2,6
1075,2000-11-24,4,4,6,7
1076,2000-11-27,0,1,6,18
1077,2000-11-27,0,4,2,7
1078,2000-11-27,0,4,1,2
1079,2000-11-27,0,1,3,1
1080,2000-11-27,0,1,4,15
1081,2000-11-27,0,1,5,17
1082,2000-11-28,1,4,6,2
1083,2000-11-28,1,1,2,14
1084,2000-11-28,1,2,4,7
1085,2000-11-28,1,3,5,8
1086,2000-11-28,1,1,3,4
1087,2000-11-28,1,2,1,3
1088,2000-11-29,2,2,4,8
1089,2000-11-29,2,4,3,1
1090,2000-11-29,2,2,6,7
1091,2000-11-29,2,4,5,14
1092,2000-11-29,2,1,2,3
1093,2000-11-29,2,3,1,3
1094,2000-11-29,2,1,2,4
1095,2000-11-30,3,4,6,1
1096,2000-11-30,3,1,1,4
1097,2000-11-30,3,4,2,4
1098,2000-11-30,3,3,4,4
1099,2000-11-30,3,1,3,16
1100,2000-12-01,4,1,3,8
1101,2000-12-01,4,1,5,5
1102,2000-12-01,4,3,1,8
1103,2000-12-01,4,2,2,11
1104,2000-12-01,4,1,6,10
1105,2000-12-04,0,3,3,13
1106,2000-12-04,0,2,6,1
1107,2000-12-04,0,2,1,9
1108,2000-12-04,0,4,4,9
1109,2000-12-04,0,3,2,6
1110,2000-12-04,0,4,5,3
1111,2000-12-05,1,2,3,9
1112,2000-12-06,2,1,1,1
1113,2000-12-06,2,3,6,2
1114,2000-12-06,2,3,4,6
1115,2000-12-06,2,1,5,6
1116,2000-12-06,2,3,2,12
1117,2000-12-07,3,2,1,1
1118,2000-12-07,3,4,6,2
1119,2000-12-07,3,3,5,10
1120,2000-12-07,3,1,3,2
1121,2000-12-07,3,1,4,7
1122,2000-12-07,3,2,2,3
1123,2000-12-07,3,1,2,4
1124,2000-12-08,4,4,4,9
1125,2000-12-08,4,2,1,3
1126,2000-12-08,4,2,2,12
1127,2000-12-08,4,4,5,5
1128,2000-12-08,4,2,6,4
1129,2000-12-11,0,2,6,2
1130,2000-12-11,0,1,2,1
1131,2000-12-11,0,4,5,6
1132,2000-12-11,0,4,4,11
1133,2000-12-11,0,2,1,5
1134,2000-12-11,0,3,3,8
1135,2000-12-12,1,2,6,3
1136,2000-12-12,1,4,4,1
1137,2000-12-12,1,1,2,7
1138,2000-12-12,1,2,5,4
1139,2000-12-12,1,4,3,6
1140,2000-12-12,1,4,6,4
1141,2000-12-12,1,2,1,5
1142,2000-12-13,2,3,4,1
1143,2000-12-13,2,3,5,9
1144,2000-12-13,2,2,2,8
1145,2000-12-13,2,4,1,1
1146,2000-12-13,2,4,6,7
1147,2000-12-13,2,4,3,5
1148,2000-12-15,4,1,1,12
1149,2000-12-15,4,4,3,3
1150,2000-12-15,4,1,4,6
1151,2000-12-15,4,1,2,12
1152,2000-12-15,4,1,6,6
1153,2000-12-18,0,1,3,4
1154,2000-12-19,1,4,4,1
1155,2000-12-19,1,4,1,2
1156,2000-12-19,1,3,6,5
1157,2000-12-19,1,1,2,10
1158,2000-12-19,1,2,5,12
1159,2000-12-19,1,1,3,5
1160,2000-12-20,2,2,4,13
1161,2000-12-20,2,1,1,4
1162,2000-12-20,2,1,3,9
1163,2000-12-20,2,3,5,3
1164,2000-12-21,3,4,2,2
1165,2000-12-21,3,1,5,9
1166,2000-12-21,3,2,1,8
1167,2000-12-21,3,3,4,5
1168,2000-12-21,3,1,6,9
1169,2000-12-22,4,2,3,1
1170,2000-12-22,4,4,1,14
1171,2000-12-22,4,1,2,7
1172,2000-12-22,4,4,4,4
1173,2000-12-25,0,1,6,3
1174,2000-12-25,0,4,5,7
1175,2000-12-25,0,2,3,3
1176,2000-12-25,0,2,2,3
1177,2000-12-25,0,3,1,6
1178,2000-12-25,0,2,4,10
1179,2000-12-26,1,1,2,4
1180,2000-12-26,1,1,3,14
1181,2000-12-26,1,4,4,3
1182,2000-12-26,1,4,4,4
1183,2000-12-27,2,3,3,5
1184,2000-12-27,2,1,1,6
1185,2000-12-27,2,1,2,3
1186,2000-12-27,2,2,5,3
1187,2000-12-27,2,3,5,2
1188,2000-12-27,2,3,4,1
1189,2000-12-27,2,1,6,1
1190,2000-12-28,3,2,4,1
1191,2000-12-28,3,4,2,6
1192,2000-12-28,3,2,1,4
1193,2000-12-28,3,3,3,11
1194,2000-12-28,3,4,6,12
1195,2000-12-28,3,1,5,6
1196,2000-12-29,4,4,6,7
1197,2000-12-29,4,3,1,2
1198,2000-12-29,4,1,3,3
1199,2000-12-29,4,1,2,3
1200,2000-12-29,4,2,5,4
1201,2001-01-01,0,3,6,10
1202,2001-01-01,0,1,3,4
1203,2001-01-01,0,2,1,1
1204,2001-01-01,0,3,2,3
1205,2001-01-01,0,3,5,5
1206,2001-01-02,1,4,6,9
1207,2001-01-02,1,4,1,3
1208,2001-01-02,1,4,5,8
1209,2001-01-02,1,4,4,6
1210,2001-01-03,2,3,5,5
1211,2001-01-03,2,1,2,5
1212,2001-01-04,3,4,6,12
1213,2001-01-04,3,1,3,7
1214,2001-01-04,3,4,5,1
1215,2001-01-04,3,2,2,4
1216,2001-01-04,3,4,1,1
1217,2001-01-04,3,3,4,2
1218,2001-01-05,4,4,6,3
1219,2001-01-05,4,1,2,5
1220,2001-01-05,4,3,3,10
1221,2001-01-08,0,2,1,1
1222,2001-01-08,0,2,4,9
1223,2001-01-08,0,2,5,3
1224,2001-01-09,1,4,3,1
1225,2001-01-09,1,2,5,2
1226,2001-01-10,2,4,1,2
1227,2001-01-10,2,4,2,9
1228,2001-01-10,2,2,5,3
1229,2001-01-10,2,2,4,2
1230,2001-01-10,2,1,6,5
1231,2001-01-10,2,2,3,1
1232,2001-01-11,3,1,2,6
1233,2001-01-11,3,2,3,9
1234,2001-01-11,3,2,5,10
1235,2001-01-11,3,1,1,14
1236,2001-01-11,3,2,4,2
1237,2001-01-11,3,3,6,4
1238,2001-01-12,4,2,6,1
1239,2001-01-12,4,1,3,11
1240,2001-01-12,4,3,5,5
1241,2001-01-12,4,4,1,5
1242,2001-01-12,4,2,4,13
1243,2001-01-12,4,2,2,9
1244,2001-01-15,0,4,6,3
1245,2001-01-15,0,1,3,5
1246,2001-01-15,0,4,5,9
1247,2001-01-15,0,1,4,2
1248,2001-01-15,0,4,2,5
1249,2001-01-15,0,1,1,2
1250,2001-01-16,1,1,6,2
1251,2001-01-16,1,1,1,5
1252,2001-01-16,1,1,2,3
1253,2001-01-16,1,4,3,9
1254,2001-01-17,2,3,5,3
1255,2001-01-17,2,2,3,6
1256,2001-01-17,2,1,2,4
1257,2001-01-17,2,3,1,6
1258,2001-01-17,2,1,6,2
1259,2001-01-17,2,4,4,7
1260,2001-01-18,3,4,3,9
1261,2001-01-18,3,3,4,5
1262,2001-01-18,3,2,6,6
1263,2001-01-18,3,1,5,8
1264,2001-01-19,4,3,2,18
1265,2001-01-19,4,4,3,4
1266,2001-01-19,4,2,4,4
1267,2001-01-19,4,3,1,3
1268,2001-01-19,4,1,6,8
1269,2001-01-19,4,2,5,2
1270,2001-01-22,0,2,1,8
1271,2001-01-22,0,2,3,11
1272,2001-01-22,0,2,6,6
1273,2001-01-22,0,2,2,1
1274,2001-01-22,0,3,4,2
1275,2001-01-22,0,1,5,7
1276,2001-01-23,1,4,6,5
1277,2001-01-23,1,1,4,9
1278,2001-01-23,1,1,2,3
1279,2001-01-23,1,3,5,2
1280,2001-01-23,1,1,3,5
1281,2001-01-23,1,3,1,3
1282,2001-01-24,2,3,6,10
1283,2001-01-24,2,1,2,5
1284,2001-01-24,2,3,4,12
1285,2001-01-25,3,4,3,8
1286,2001-01-25,3,1,6,12
1287,2001-01-25,3,3,4,3
1288,2001-01-25,3,3,4,1
1289,2001-01-25,3,4,1,4
1290,2001-01-26,4,1,1,3
1291,2001-01-26,4,3,5,6
1292,2001-01-26,4,3,2,1
1293,2001-01-26,4,2,6,11
1294,2001-01-26,4,4,4,9
1295,2001-01-26,4,4,3,1
1296,2001-01-29,0,3,5,9
1297,2001-01-29,0,1,2,11
1298,2001-01-29,0,1,6,1
1299,2001-01-29,0,3,1,3
1300,2001-01-29,0,4,3,5
1301,2001-01-29,0,3,4,11
1302,2001-01-30,1,4,5,1
1303,2001-01-30,1,1,1,5
1304,2001-01-30,1,4,2,9
1305,2001-01-30,1,2,3,1
1306,2001-01-30,1,3,4,6
1307,2001-01-30,1,3,6,2
1308,2001-01-31,2,2,2,5
1309,2001-01-31,2,1,6,9
1310,2001-01-31,2,3,5,6
1311,2001-01-31,2,2,3,8
1312,2001-01-31,2,2,1,12
1313,2001-01-31,2,3,4,8
1314,2001-02-01,3,4,2,3
1315,2001-02-01,3,2,6,5
1316,2001-02-01,3,2,4,2
1317,2001-02-01,3,4,3,1
1318,2001-02-01,3,4,1,1
1319,2001-02-02,4,3,6,8
1320,2001-02-02,4,2,1,4
1321,2001-02-02,4,1,5,15
1322,2001-02-02,4,1,2,7
1323,2001-02-02,4,2,4,1
1324,2001-02-05,0,3,1,5
1325,2001-02-05,0,1,5,4
1326,2001-02-05,0,4,4,6
1327,2001-02-06,1,1,6,10
1328,2001-02-06,1,1,3,6
1329,2001-02-06,1,4,4,9
1330,2001-02-06,1,2,1,7
1331,2001-02-07,2,4,4,6
1332,2001-02-07,2,2,3,7
1333,2001-02-07,2,1,5,5
1334,2001-02-07,2,1,1,5
1335,2001-02-07,2,4,6,13
1336,2001-02-07,2,2,2,12
1337,2001-02-08,3,4,2,3
1338,2001-02-08,3,1,3,2
1339,2001-02-08,3,2,6,4
1340,2001-02-08,3,3,5,2
1341,2001-02-08,3,2,4,1
1342,2001-02-09,4,4,6,4
1343,2001-02-09,4,4,2,4
1344,2001-02-09,4,4,4,3
1345,2001-02-09,4,4,3,6
1346,2001-02-09,4,4,1,1
1347,2001-02-09,4,1,5,2
1348,2001-02-12,0,3,2,2
1349,2001-02-13,1,2,5,1
1350,2001-02-13,1,2,6,5
1351,2001-02-14,2,4,6,12
1352,2001-02-15,3,2,1,13
1353,2001-02-15,3,4,5,8
1354,2001-02-15,3,3,4,5
1355,2001-02-15,3,2,3,3
1356,2001-02-15,3,1,3,6
1357,2001-02-15,3,2,2,7
1358,2001-02-15,3,3,6,6
1359,2001-02-16,4,2,5,13
1360,2001-02-19,0,3,6,10
1361,2001-02-19,0,1,2,13
1362,2001-02-20,1,1,1,10
1363,2001-02-20,1,1,5,8
1364,2001-02-20,1,2,2,5
1365,2001-02-20,1,3,3,12
1366,2001-02-20,1,2,4,4
1367,2001-02-20,1,1,6,5
1368,2001-02-21,2,2,3,6
1369,2001-02-21,2,4,2,10
1370,2001-02-21,2,1,5,3
1371,2001-02-21,2,3,1,13
1372,2001-02-21,2,2,6,3
1373,2001-02-21,2,4,4,3
1374,2001-02-21,2,1,6,1
1375,2001-02-22,3,1,6,8
1376,2001-02-22,3,2,5,6
1377,2001-02-22,3,2,3,2
1378,2001-02-22,3,1,2,9
1379,2001-02-22,3,2,4,11
1380,2001-02-23,4,3,5,6
1381,2001-02-23,4,3,4,4
1382,2001-02-23,4,2,3,6
1383,2001-02-23,4,3,1,2
1384,2001-02-23,4,3,6,3
1385,2001-02-23,4,4,2,2
1386,2001-02-26,0,1,6,2
1387,2001-02-26,0,1,1,1
1388,2001-02-26,0,2,2,15
1389,2001-02-26,0,1,3,2
1390,2001-02-26,0,1,4,2
1391,2001-02-26,0,3,5,6
1392,2001-02-27,1,1,1,15
1393,2001-02-27,1,3,3,7
1394,2001-02-27,1,2,6,4
1395,2001-02-27,1,1,2,7
1396,2001-02-27,1,3,4,4
1397,2001-02-28,2,3,3,12
1398,2001-02-28,2,1,1,4
1399,2001-03-01,3,2,2,3
1400,2001-03-01,3,2,1,2
1401,2001-03-01,3,3,3,4
1402,2001-03-01,3,3,4,1
1403,2001-03-01,3,4,6,3
1404,2001-03-01,3,4,5,13
1405,2001-03-01,3,3,2,4
1406,2001-03-02,4,1,5,3
1407,2001-03-02,4,1,2,4
1408,2001-03-02,4,1,3,3
1409,2001-03-02,4,1,6,4
1410,2001-03-05,0,4,3,4
1411,2001-03-05,0,1,5,5
1412,2001-03-05,0,1,6,4
1413,2001-03-05,0,3,2,16
1414,2001-03-06,1,2,3,5
1415,2001-03-06,1,3,1,4
1416,2001-03-06,1,2,4,2
1417,2001-03-06,1,1,5,8
1418,2001-03-06,1,3,4,13
1419,2001-03-06,1,1,2,6
1420,2001-03-07,2,2,4,11
1421,2001-03-07,2,3,1,2
1422,2001-03-07,2,2,2,4
1423,2001-03-07,2,2,3,5
1424,2001-03-07,2,3,6,1
1425,2001-03-07,2,1,5,7
1426,2001-03-08,3,1,5,13
1427,2001-03-08,3,4,4,3
1428,2001-03-08,3,1,1,4
1429,2001-03-08,3,2,2,9
1430,2001-03-08,3,2,6,4
1431,2001-03-08,3,1,3,2
1432,2001-03-09,4,4,2,14
1433,2001-03-09,4,1,6,5
1434,2001-03-09,4,4,3,3
1435,2001-03-09,4,4,3,2
1436,2001-03-09,4,1,4,6
1437,2001-03-09,4,4,5,5
1438,2001-03-09,4,2,1,14
1439,2001-03-12,0,2,5,16
1440,2001-03-12,0,1,1,1
1441,2001-03-12,0,2,3,10
1442,2001-03-12,0,2,4,11
1443,2001-03-12,0,4,6,11
1444,2001-03-13,1,1,5,3
1445,2001-03-13,1,4,2,3
1446,2001-03-13,1,4,1,2
1447,2001-03-13,1,1,2,3
1448,2001-03-13,1,1,3,4
1449,2001-03-13,1,1,6,12
1450,2001-03-13,1,2,4,3
1451,2001-03-14,2,1,4,3
1452,2001-03-14,2,1,2,10
1453,2001-03-14,2,2,1,2
1454,2001-03-14,2,2,3,8
1455,2001-03-15,3,1,5,7
1456,2001-03-15,3,3,6,3
1457,2001-03-15,3,2,4,4
1458,2001-03-16,4,2,6,8
1459,2001-03-16,4,2,5,10
1460,2001-03-16,4,3,1,5
1461,2001-03-16,4,3,3,7
1462,2001-03-16,4,2,2,7
1463,2001-03-16,4,2,4,1
1464,2001-03-16,4,3,4,6
1465,2001-03-19,0,2,4,10
1466,2001-03-19,0,1,6,2
1467,2001-03-19,0,2,3,4
1468,2001-03-19,0,3,2,4
1469,2001-03-19,0,4,5,11
1470,2001-03-20,1,3,1,7
1471,2001-03-20,1,2,3,12
1472,2001-03-20,1,3,2,11
1473,2001-03-20,1,3,4,3
1474,2001-03-20,1,2,6,9
1475,2001-03-21,2,1,4,2
1476,2001-03-21,2,2,1,5
1477,2001-03-21,2,3,6,2
1478,2001-03-21,2,4,5,5
1479,2001-03-21,2,4,3,3
1480,2001-03-21,2,2,2,6
1481,2001-03-22,3,1,1,1
1482,2001-03-22,3,4,4,14
1483,2001-03-22,3,4,2,3
1484,2001-03-23,4,2,5,11
1485,2001-03-23,4,2,4,7
1486,2001-03-23,4,4,6,3
1487,2001-03-23,4,1,3,5
1488,2001-03-26,0,1,2,10
1489,2001-03-26,0,2,3,5
1490,2001-03-26,0,2,4,13
1491,2001-03-26,0,2,5,14
1492,2001-03-26,0,1,1,6
1493,2001-03-26,0,3,6,15
1494,2001-03-27,1,4,1,12
1495,2001-03-27,1,3,6,7
1496,2001-03-27,1,1,2,3
1497,2001-03-27,1,3,5,14
1498,2001-03-27,1,4,4,12
1499,2001-03-28,2,4,2,1
1500,2001-03-28,2,3,4,4
1501,2001-03-28,2,4,6,13
1502,2001-03-28,2,4,5,2
1503,2001-03-28,2,1,3,4
1504,2001-03-29,3,4,5,10
1505,2001-03-29,3,2,3,7
1506,2001-03-29,3,4,2,2
1507,2001-03-29,3,2,6,6
1508,2001-03-29,3,2,4,4
1509,2001-03-29,3,3,1,3
1510,2001-03-30,4,4,3,2
1511,2001-03-30,4,1,2,6
1512,2001-03-30,4,2,5,4
1513,2001-04-02,0,2,1,4
1514,2001-04-02,0,4,3,4
1515,2001-04-02,0,3,5,10
1516,2001-04-02,0,3,4,9
1517,2001-04-02,0,3,2,11
1518,2001-04-03,1,1,2,8
1519,2001-04-03,1,4,4,3
1520,2001-04-04,2,2,3,8
1521,2001-04-04,2,1,1,14
1522,2001-04-04,2,3,5,4
1523,2001-04-04,2,1,4,4
1524,2001-04-04,2,2,6,6
1525,2001-04-05,3,4,2,1
1526,2001-04-05,3,3,5,2
1527,2001-04-05,3,2,6,14
1528,2001-04-05,3,1,3,7
1529,2001-04-06,4,4,5,4
1530,2001-04-06,4,3,2,10
1531,2001-04-06,4,4,4,5
1532,2001-04-06,4,3,3,8
1533,2001-04-06,4,3,6,1
1534,2001-04-06,4,2,1,5
1535,2001-04-09,0,3,3,4
1536,2001-04-09,0,4,1,3
1537,2001-04-09,0,1,5,3
1538,2001-04-09,0,4,4,5
1539,2001-04-09,0,3,6,4
1540,2001-04-10,1,2,5,11
1541,2001-04-10,1,3,1,11
1542,2001-04-10,1,2,3,5
1543,2001-04-10,1,1,4,8
1544,2001-04-10,1,3,6,2
1545,2001-04-10,1,1,2,6
1546,2001-04-11,2,3,5,3
1547,2001-04-11,2,2,1,2
1548,2001-04-12,3,1,6,10
1549,2001-04-12,3,4,2,7
1550,2001-04-12,3,3,5,3
1551,2001-04-12,3,3,1,12
1552,2001-04-12,3,3,3,1
1553,2001-04-12,3,1,4,3
1554,2001-04-13,4,1,4,10
1555,2001-04-13,4,1,6,7
1556,2001-04-13,4,2,5,18
1557,2001-04-13,4,2,3,1
1558,2001-04-13,4,2,1,2
1559,2001-04-13,4,1,1,13
1560,2001-04-16,0,4,2,3
1561,2001-04-16,0,2,6,6
1562,2001-04-16,0,4,3,6
1563,2001-04-16,0,1,1,1
1564,2001-04-16,0,3,5,3
1565,2001-04-17,1,3,4,7
1566,2001-04-17,1,2,5,14
1567,2001-04-17,1,4,2,7
1568,2001-04-17,1,1,6,3
1569,2001-04-17,1,4,1,1
1570,2001-04-18,2,4,3,15
1571,2001-04-18,2,4,5,1
1572,2001-04-18,2,4,2,2
1573,2001-04-18,2,3,6,5
1574,2001-04-19,3,1,1,2
1575,2001-04-19,3,2,5,4
1576,2001-04-19,3,4,2,1
1577,2001-04-19,3,3,6,2
1578,2001-04-19,3,1,3,4
1579,2001-04-19,3,1,4,1
1580,2001-04-20,4,3,2,5
1581,2001-04-20,4,2,3,2
1582,2001-04-20,4,2,1,5
1583,2001-04-20,4,1,5,16
1584,2001-04-20,4,4,6,12
1585,2001-04-20,4,1,4,1
1586,2001-04-23,0,3,6,5
1587,2001-04-23,0,2,3,10
1588,2001-04-23,0,2,2,6
1589,2001-04-23,0,3,5,5
1590,2001-04-23,0,1,1,3
1591,2001-04-24,1,4,1,2
1592,2001-04-24,1,1,5,9
1593,2001-04-24,1,1,4,8
1594,2001-04-25,2,4,5,2
1595,2001-04-25,2,2,1,4
1596,2001-04-25,2,1,2,5
1597,2001-04-25,2,4,4,9
1598,2001-04-25,2,3,3,1
1599,2001-04-26,3,1,2,5
1600,2001-04-26,3,4,3,6
1601,2001-04-26,3,2,6,3
1602,2001-04-26,3,2,6,5
1603,2001-04-26,3,3,1,7
1604,2001-04-26,3,3,4,8
1605,2001-04-26,3,3,5,4
1606,2001-04-27,4,3,4,2
